Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
370.941,98.637,-342.454,20790,191520,87360
393.023,55.205,-347.7,22260,186760,86310
404.125,11.712,-334.524,20230,186760,85820
420.351,-14.091,-284.26,15190,189980,85540
441.03,-31.598,-203.435,10710,191380,84700
459.818,-43.615,-165.92,8120,188300,83160
488.732,-51.972,-138.409,8260,183610,81900
512.278,-78.629,-102.297,9100,179270,81410
535.641,-101.931,-72.041,7700,174510,80080
559.98,-120.048,-75.64,5530,169540,78190
578.28,-141.154,-77.531,2730,167720,77000
594.079,-140.239,-35.685,-1610,168210,76860
617.137,-151.341,2.44,-4270,166740,77140
638.182,-172.02,44.164,-3290,162820,76860
652.578,-203.008,72.834,-490,157080,75320
669.414,-225.273,76.433,1330,150920,72170
687.653,-226.798,84.546,910,146230,69160
713.944,-225.944,83.021,210,142800,67550
734.806,-225.212,110.349,-700,141120,67270
759.267,-242.048,168.299,-1960,139510,67900
778.299,-269.62,221.186,-2590,135520,67760
787.144,-289.384,253.882,-1890,128800,65800
800.137,-284.931,247.172,840,121870,62930
816.424,-266.875,261.873,3290,118090,62300
827.343,-275.11,290.604,4550,115990,64610
826.916,-307.318,327.753,4130,114450,67480
821.487,-343.552,368.379,2310,113050,69720
821.121,-380.945,409.737,-1680,111370,70140
828.746,-401.319,450.302,-2730,107730,68250
823.073,-411.872,471.225,1330,103040,65660
820.328,-418.765,515.328,6790,98840,63280
825.33,-449.57,554.307,11900,94010,62370
809.775,-494.222,595.909,13790,89390,61880
798.49,-540.826,669.963,12250,84980,59640
802.638,-572.973,713.639,7490,78610,56280
800.076,-601.826,756.522,-1050,71960,52850
793.61,-625.372,781.227,-12180,64400,49490
790.56,-633.302,767.319,-24080,56350,45430
783.972,-625.86,749.446,-33670,49630,41160
784.704,-618.784,756.4,-39200,42770,36680
784.643,-618.235,748.714,-40110,33320,31080
782.447,-612.623,720.288,-37520,22470,24430
783.362,-611.708,680.272,-33810,11970,17640
783.85,-605.425,633.79,-30660,2170,9520
782.874,-562.298,575.962,-27020,-6860,840
796.843,-525.027,497.76,-21910,-14980,-6370
805.505,-510.753,437.065,-17010,-20930,-12600
805.932,-503.006,399.794,-14070,-25410,-18970
811.727,-461.831,334.707,-13720,-28910,-25130
829.966,-421.693,275.293,-15190,-29260,-29050
845.399,-380.335,222.345,-17430,-26880,-30800
863.455,-334.707,200.873,-18970,-22820,-30450
890.966,-296.277,209.169,-18200,-19320,-28140
909.144,-279.136,216.428,-14070,-18200,-24570
914.451,-281.82,214.72,-8190,-18620,-21000
917.196,-292.678,208.681,-2310,-18900,-18340
916.952,-294.691,207.949,2660,-18060,-16310
922.381,-297.436,215.94,6300,-16450,-13930
930.494,-307.318,239.913,8680,-14490,-10640
932.873,-332.877,279.746,9590,-13090,-7350
932.507,-363.255,310.795,8890,-12950,-5600
925.065,-382.592,318.176,7490,-13230,-5040
912.194,-397.964,317.81,5950,-12740,-5320
902.373,-415.593,331.291,5180,-11760,-6230
897.554,-428.159,350.567,5880,-11620,-7910
892.247,-435.479,363.316,6930,-12320,-9590
889.868,-441.152,372.893,7980,-13300,-11130
885.415,-451.705,388.509,8470,-14350,-12600
881.999,-456.89,400.16,8260,-16100,-14490
879.071,-455.914,412.116,7700,-18130,-17150
885.659,-442.372,427.183,6720,-20930,-20160
894.809,-425.719,436.394,5810,-24920,-22610
895.236,-410.225,438.163,5530,-30100,-24290
889.38,-404.003,421.998,6090,-36190,-25550
883.402,-397.842,395.646,7000,-41510,-27230
875.289,-388.753,381.067,7980,-45500,-28770
867.969,-379.298,363.072,8750,-49350,-30030
868.457,-376.431,340.563,8820,-52430,-30940
864.309,-374.296,325.435,9170,-54880,-31710
856.867,-379.176,318.115,10360,-57470,-32130
845.094,-396.256,304.634,11970,-60410,-33110
835.09,-408.883,291.397,13230,-62860,-35420
827.648,-409.432,279.563,13090,-64470,-38990
829.844,-394.487,267.912,11200,-65730,-43750
842.776,-364.536,249.49,8330,-66430,-48440
856.135,-326.35,236.436,4410,-66080,-51590
868.518,-292.251,232.471,140,-65660,-53340
881.572,-265.777,233.325,-2730,-66500,-53900
399.977,700.89,-1103.8,21700,-24920,1960
381.799,720.166,-1182.48,25410,-24570,5390
359.229,720.105,-1248.36,27650,-18690,10430
324.52,714.676,-1272.58,30520,-8680,15470
290.36,691.557,-1307.78,34510,1540,20020
255.468,659.776,-1361.15,38850,12810,23380
222.162,628.544,-1387.14,41090,27510,26040
214.293,606.889,-1385.01,40950,44590,29050
215.391,581.818,-1337.06,39970,61880,30870
220.942,573.522,-1252.03,40530,75250,31850
244,556.442,-1181.27,41090,82670,33110
268.522,543.693,-1157.9,42280,85680,34020
288.469,534.909,-1146.68,43470,88270,35630
297.497,523.685,-1138.93,45010,90720,37800
290.787,512.339,-1158.27,47390,93310,39900
287.92,491.599,-1174.25,49490,98630,41860
281.515,484.035,-1164.43,50260,106680,43610
283.223,470.249,-1124.29,49350,114870,46130
289.506,447.679,-1107.88,47670,121100,48510
289.445,411.14,-1088.55,47180,126840,50330
284.565,398.33,-1052.8,49140,131880,49840
294.264,388.692,-1017.3,52430,135240,48790
303.658,391.376,-995.825,54250,137760,48440
317.322,385.52,-976.61,53830,141120,49280
342.332,388.631,-955.687,51800,145670,51520
355.081,378.688,-901.641,49070,150710,55370
347.761,334.097,-893.284,46480,153300,58800
337.208,290.604,-913.536,43470,157990,59920
342.332,253.821,-883.524,39970,167090,59990
353.007,238.937,-828.563,35770,176610,59430
376.248,227.713,-743.834,31150,184380,59570
396.988,218.563,-684.298,28350,188650,59990
429.44,214.903,-613.233,26460,191940,61040
450.363,209.169,-545.401,28280,192010,62300
461.404,148.169,-518.561,32340,189000,62860
463.783,115.107,-506.544,35140,189070,61600
479.826,69.723,-430.05,34370,193340,60970
493.429,18.666,-368.989,31220,196420,59710
490.928,-29.28,-326.594,24850,199710,57680
480.314,-86.376,-270.84,14070,204470,53970
488.61,-93.574,-230.336,-1120,208530,48020
515.816,-104.005,-231.678,-20440,213150,43610
542.9,-116.266,-180.56,-41160,221550,40600
586.027,-78.69,-47.946,-62860,228690,38920
660.386,-25.193,11.041,-81830,227710,41860
719.861,35.136,86.315,-94430,224000,49840
758.779,59.353,164.151,-96250,213570,60130
770.979,32.269,160.979,-87290,196140,69020
758.718,-20.923,134.322,-74550,181160,75320
736.697,-82.289,143.106,-61600,171360,78120
731.756,-125.477,184.83,-48790,163100,76860
743.712,-153.476,235.704,-35560,153930,73080
753.716,-168.238,265.35,-23940,143710,68740
778.604,-174.582,296.033,-15890,134540,65660
799.344,-193.736,321.348,-12530,126770,64750
803.248,-228.445,334.463,-14210,120260,65170
800.808,-256.749,345.077,-19110,116130,65380
801.723,-284.138,362.462,-25200,113750,65450
805.2,-309.819,379.603,-29960,111790,64400
804.285,-312.137,411.201,-29190,110180,62020
803.431,-349.225,472.689,-24080,108010,58730
809.226,-384.361,555.893,-16450,102830,52500
836.615,-409.615,598.715,-8890,93170,43750
857.233,-405.894,615.307,-1750,82320,34930
867.908,-395.768,635.071,4340,72170,28490
879.864,-391.071,653.371,7630,61600,24080
896.761,-385.093,628.239,7000,50400,20790
893.772,-370.392,605.364,2310,43050,19040
900.665,-364.841,589.565,-4900,38640,17570
908.717,-349.347,574.437,-11130,34300,15820
911.523,-335.988,554.795,-15050,29470,13930
924.15,-326.472,523.99,-16310,24010,11760
920.307,-313.54,497.028,-14630,18760,9730
920.429,-310.246,477.935,-11340,13720,7490
924.821,-296.399,456.341,-7560,8540,4970
931.531,-285.358,418.094,-4970,3500,3080
933.483,-272.304,380.213,-3850,490,1750
932.751,-264.008,361.181,-4270,-630,1260
940.681,-257.969,346.114,-5670,-1470,910
947.391,-242.048,333.426,-6650,-2590,350
952.515,-230.092,324.581,-6720,-3990,350
954.223,-227.103,306.159,-6090,-5460,700
951.844,-227.347,297.497,-5110,-6090,700
953.552,-225.578,285.846,-4410,-6580,140
963.129,-218.319,279.746,-3640,-6510,-770
962.275,-209.84,273.402,-2800,-6300,-1190
961.604,-207.705,266.448,-2450,-5810,-1190
960.689,-204.167,258.457,-1820,-4900,-1260
963.129,-201.239,268.217,-1120,-3990,-1120
966.667,-207.156,279.319,-140,-3850,-840
962.946,-214.964,281.149,840,-4410,-630
958.981,-222.406,281.271,1260,-4620,-1050
961.055,-222.223,291.641,910,-4480,-1680
958.92,-227.225,295.118,280,-4550,-1820
953.552,-230.275,305.488,-770,-4480,-2310
956.785,-226.127,311.1,-1400,-5530,-3220
961.909,-217.465,315.492,-1330,-7350,-3780
960.689,-217.16,314.455,-1190,-9660,-3640
957.09,-218.929,305.549,-1050,-12110,-3850
953.247,-219.783,298.534,-1260,-13650,-4340
952.759,-211.06,283.772,-2030,-14280,-4410
952.576,-205.692,277.733,-2310,-13650,-4130
950.99,-210.816,293.471,-1680,-13020,-3570
950.868,-221.796,305.976,70,-13930,-3920
954.345,-229.604,310.307,1890,-15330,-4760
953.857,-241.56,318.176,2660,-16520,-5460
954.223,-249.368,321.775,2240,-17990,-6160
952.698,-252.784,324.276,1050,-19110,-6650
950.014,-263.215,338.794,-420,-19880,-6860
947.452,-270.474,344.894,-280,-21630,-8050
945.256,-277.428,355.752,2030,-23870,-10010
945.073,-288.042,369.66,5180,-26600,-12250
943.121,-292.251,375.577,7910,-29540,-14700
940.193,-295.911,381.555,9660,-32340,-17080
938.119,-300.547,380.396,9870,-35140,-19320
934.459,-298.595,374.723,8260,-37100,-21350
933.971,-289.75,372.649,5250,-38430,-23380
936.533,-273.097,367.159,2100,-39970,-25480
942.389,-255.468,358.802,-1330,-41580,-27020
349.591,778.299,-1101.35,-3150,2870,14420
358.619,784.46,-1135.82,9170,5110,15120
363.987,793.61,-1177.24,21210,9590,16100
356.179,801.113,-1192.85,30800,17570,19040
342.637,797.026,-1175.65,37450,27230,23870
324.581,778.97,-1138.14,42070,35210,29120
303.048,742.98,-1135.94,44380,41020,33670
275.293,708.576,-1125.02,43890,47390,36820
264.435,659.166,-1146.86,40600,53900,38780
255.224,632.143,-1156.74,34650,62790,40110
257.115,607.621,-1147.65,27790,73920,42000
261.69,596.946,-1105.75,20860,84210,44170
274.988,583.953,-1077.81,14700,91000,46340
292.312,560.529,-1067.56,7910,95970,48860
307.013,557.967,-1066.4,210,101640,50610
327.692,565.897,-1044.93,-7700,108290,53480
346.663,560.224,-1026.94,-13510,114100,56910
353.983,548.756,-1010.53,-16660,119490,60130
365.939,528.077,-990.152,-18900,125860,63000
375.699,522.77,-940.071,-21280,132720,65450
398.147,510.265,-879.071,-20790,137270,67760
422.181,488.793,-831.857,-16030,138670,68390
434.076,477.63,-760.182,-6650,137340,67340
442.128,452.254,-739.381,6020,131600,64960
458.903,436.028,-745.176,17290,127610,62160
462.807,431.575,-710.284,23100,128730,61530
469.212,414.312,-667.157,24500,130130,62020
490.928,402.234,-652.944,23590,131040,62860
504.897,385.947,-599.386,21630,133980,65450
506.056,371.429,-530.761,19670,134330,67970
530.151,342.82,-537.654,17850,131320,69370
544.425,301.706,-538.447,13230,133350,71750
546.438,266.814,-482.083,5390,139300,74480
555.649,235.521,-421.022,-1820,142310,75390
579.561,210.023,-395.341,-6510,142380,75180
592.615,176.9,-361.364,-8470,142590,74900
597.129,153.11,-314.089,-9450,142100,73430
619.455,132.614,-295.057,-9100,139580,70910
648.186,116.449,-259.616,-7000,138250,68600
656.726,122.488,-183.671,-5600,136500,67060
688.812,108.946,-154.025,-4970,130480,65660
706.258,90.951,-128.344,-5040,123830,63560
724.619,75.091,-118.645,-5250,116970,60760
741.638,52.887,-151.829,-5250,112000,58660
746.396,36.356,-146.339,-6090,112000,56840
755.363,27.023,-96.868,-4900,113260,54600
777.872,20.557,-29.158,-280,111020,51590
808.494,16.47,13.847,7420,104090,47670
839.787,-8.113,30.134,15470,95550,44450
846.924,-33.306,70.089,21910,88200,41300
842.959,-54.839,104.798,24640,79940,37660
861.259,-69.723,101.077,24220,70630,33390
872.849,-64.66,82.899,21770,63070,29470
883.097,-73.993,66.49,17220,58100,27300
893.467,-60.512,61.915,12320,55020,25130
912.377,-45.689,60.573,9450,52150,24080
921.283,-47.214,69.54,8750,48790,23240
932.629,-61.427,74.176,10220,44590,21560
937.204,-74.603,90.341,13160,40390,18900
939.461,-86.01,97.661,16310,35560,15400
941.047,-82.411,90.89,17710,31080,11270
948.916,-67.649,88.511,15960,28000,7840
965.935,-62.037,80.032,11550,24990,4690
975.695,-21.045,62.098,6370,21980,2100
996.069,16.348,35.197,1330,19460,1400
1013.09,49.166,11.895,-1960,17850,2450
1019.49,61.183,2.867,-2730,16940,5180
1018.58,49.044,-2.684,-2240,16380,8050
1011.5,24.827,15.494,-1890,16380,9450
1010.65,8.662,27.145,-1470,15120,8540
1015.41,10.858,23.485,-1050,13580,6300
1020.65,20.13,27.389,-770,12600,4340
1023.46,35.014,29.463,-560,11480,2870
1030.66,49.105,31.537,-1050,10150,2170
1038.59,58.926,29.89,-1330,8540,2240
1036.39,60.512,37.576,-630,6650,2800
1033.71,48.861,34.16,980,3850,3080
1025.17,33.733,29.524,1890,1820,2730
1015.22,25.62,29.707,1960,700,1750
1013.03,26.474,28.304,1400,-70,350
1016.75,30.866,35.929,770,-700,-840
1018.82,36.966,43.127,490,-2240,-1470
1014,36.966,44.042,490,-4690,-1750
1009.55,33.977,31.171,700,-7490,-2310
1003.39,27.328,17.69,560,-9520,-2730
1000.34,23.607,16.836,-630,-10430,-3290
997.167,22.021,18.117,-2310,-11270,-3780
995.459,25.864,23.79,-4270,-12390,-4200
993.995,25.132,27.633,-5740,-14280,-4620
990.152,25.803,19.459,-6440,-17150,-5320
989.298,25.376,0.671,-6300,-20160,-6090
984.967,26.901,-19.642,-5740,-22330,-6930
979.843,19.825,-24.705,-5110,-23520,-7630
977.403,16.653,-27.084,-4690,-24710,-9030
976.366,17.446,-44.591,-4130,-25620,-10500
976.732,21.533,-34.099,-3080,-25970,-12040
981.185,28.365,-31.11,-700,-27650,-13510
985.15,34.648,-28.67,2870,-29820,-15050
983.259,39.345,-18.971,7420,-32620,-16520
977.525,36.783,-25.071,12530,-36400,-18130
973.072,38.735,-35.99,17290,-39900,-20160
970.388,43.981,-46.299,21140,-42560,-22050
968.985,49.349,-53.68,25200,-45080,-23660
969.229,57.401,-56.669,29960,-48440,-25340
968.07,59.78,-72.407,35280,-52430,-26810
961.909,60.573,-85.156,39970,-56070,-28420
957.822,63.989,-103.761,43610,-59080,-29680
955.504,78.08,-111.02,45570,-60690,-30170
956.663,85.766,-116.449,46340,-61810,-29050
947.574,81.801,-121.878,45570,-62580,-27020
929.396,69.662,-114.802,43330,-63070,-24990
912.255,54.351,-109.373,39900,-64750,-24360
900.055,49.349,-128.161,35560,-67270,-25270
899.445,48.251,-149.45,28560,-68390,-25760
885.415,51.179,-164.944,19180,-67690,-24990
873.764,58.987,-181.536,7770,-65450,-23590
869.25,57.523,-176.961,-5180,-61950,-21910
869.982,68.808,-188.978,-19670,-58310,-19040
851.377,58.987,-170.251,-32340,-54390,-15680
365.878,740.906,-999.973,16380,28770,14490
385.52,752.069,-975.695,22050,28350,15890
390.583,741.089,-984.967,28910,26040,17920
381.616,720.349,-1006.8,35070,25340,19880
370.575,708.393,-1022.18,38010,27580,22050
356.911,695.522,-1032.79,37380,31640,24920
344.955,678.32,-1045.84,34860,36960,27790
328.79,658.19,-1062.38,31640,43750,30310
324.032,644.709,-1069.45,27510,52640,32410
329.644,638.365,-1029.92,23660,61880,34650
338.977,628.178,-990.213,21770,67200,36540
348.249,619.211,-988.566,21840,68950,37730
353.434,605.852,-1008.94,21840,71470,39480
363.987,600.301,-997.533,20370,76650,41930
365.878,587.735,-958.859,19390,80710,44590
361.852,557.662,-960.201,19810,81270,45920
359.9,543.51,-987.407,20650,82880,45500
363.316,543.815,-963.739,21770,87850,44870
374.906,557.418,-937.387,24640,91140,44170
381.616,559.553,-939.156,27160,94080,45010
390.095,551.562,-911.096,27790,99120,48230
389.79,530.09,-883.585,27020,103320,51660
387.838,506.483,-868.091,24990,107100,54810
397.11,473.238,-845.399,21770,111580,57820
400.587,460.55,-812.886,19390,115710,59710
405.955,433.039,-774.883,19880,117530,60690
413.885,401.624,-771.101,22820,117670,60270
426.573,385.398,-738.649,25970,119630,59430
431.697,384.971,-711.443,28770,121450,59220
451.644,358.741,-724.497,29400,123060,59920
470.066,333.06,-698.084,28770,128100,60970
473.482,302.682,-632.814,28980,132230,61530
482.876,265.106,-635.62,29960,133280,60060
498.37,240.279,-621.59,28980,137620,58030
513.376,233.142,-556.869,26110,143360,56840
546.499,214.354,-525.027,22540,146160,56210
574.437,205.143,-476.593,18200,149310,56490
596.763,202.398,-407.968,14280,150570,57890
626.836,183.61,-379.359,11760,147490,59080
645.685,154.696,-371.185,9240,145390,60130
645.868,130.845,-335.5,4060,146370,61460
647.393,107.909,-323.544,-2660,146860,61530
671.305,92.415,-305.427,-9380,147980,60060
691.191,94.977,-282.003,-14980,149590,59080
712.114,100.162,-257.603,-18410,149870,58590
735.416,124.135,-234.484,-20020,149310,58660
764.635,126.514,-210.999,-20370,148260,60340
785.558,118.279,-175.68,-18900,146720,62020
804.712,82.472,-154.452,-16940,145110,64330
800.442,47.031,-99.003,-15890,144480,65310
806.908,31.476,-52.582,-16450,141680,65030
823.805,-1.342,-56.669,-16940,137830,64890
823.134,-20.191,-14.152,-17150,137480,64750
830.454,-40.138,58.804,-16100,135240,64890
840.519,-59.292,104.31,-12740,128310,62230
868.335,-85.339,172.081,-9660,119910,58520
883.707,-91.988,162.626,-5810,108710,54740
889.929,-99.857,171.593,-4620,100660,52500
896.09,-111.569,156.77,-5040,94780,51170
887.489,-132.065,152.683,-5880,92050,50190
881.389,-150.609,167.323,-8050,92330,49350
886.696,-162.748,184.22,-10500,93240,47600
895.297,-168.787,223.748,-11060,93730,45010
902.434,-179.218,255.407,-8890,92190,41580
906.399,-189.771,279.441,-6020,89880,37590
913.231,-199.043,307.379,-4060,87150,33040
925.553,-193.919,325.435,-1890,83720,28070
931.043,-192.638,336.171,1190,80290,24010
939.217,-208.071,366.915,2660,77070,20160
945.317,-193.675,394.914,3290,72730,15610
955.443,-184.586,422.669,3920,66990,11760
967.887,-160.918,445.971,4200,59220,8190
982.405,-149.084,425.658,4900,50960,6370
983.564,-123.952,430.05,4760,44730,5390
991.311,-111.752,436.821,5040,38150,5320
1004.06,-105.103,434.015,5320,31150,5390
1006.32,-102.785,442.799,5110,24430,6020
1004.85,-104.371,438.224,4550,17220,6440
1001.74,-107.726,424.438,3080,10640,6510
997.716,-108.641,402.051,630,5180,6440
990.152,-108.702,378.261,-2240,1260,6230
986.98,-110.593,354.349,-5180,-1610,5810
988.2,-104.432,334.28,-6790,-4340,4760
986.919,-97.844,314.943,-6440,-7420,3570
984.296,-96.014,285.236,-5460,-10500,2450
983.503,-93.269,255.407,-5180,-12460,1260
984.296,-91.195,235.704,-6300,-13020,350
985.943,-91.988,216.977,-8050,-13020,-420
984.723,-94.611,205.082,-9940,-12670,-1330
984.54,-89.914,191.479,-11340,-12320,-2240
989.786,-82.838,192.455,-12040,-12180,-2870
994.178,-77.836,185.989,-11690,-12950,-3360
995.703,-77.104,179.401,-10290,-14140,-3640
993.141,-80.52,172.142,-8120,-15050,-4060
991.982,-87.23,176.229,-5950,-15820,-4690
994.727,-94.062,174.826,-4130,-16730,-5530
991.738,-100.406,178.364,-3080,-17220,-6440
988.078,-105.225,179.706,-2100,-17850,-7280
981.978,-114.497,183.671,-910,-18340,-8330
977.83,-119.682,193.553,-70,-18690,-9800
978.806,-126.636,202.703,700,-19110,-11410
980.575,-133.224,220.271,1050,-19670,-13090
979.233,-130.296,236.192,1400,-21280,-14980
979.782,-125.172,241.56,1610,-23870,-16590
980.697,-112.606,238.998,1050,-26320,-17710
980.27,-100.833,242.902,-70,-28770,-18340
982.771,-96.563,231.861,-1190,-32060,-18900
982.466,-86.437,216.428,-2100,-34580,-19390
977.769,-81.74,213.866,-2870,-36540,-19600
977.098,-78.568,208.437,-2450,-38780,-20370
970.449,-74.908,204.838,-560,-41090,-21350
969.168,-71.309,194.651,1330,-42770,-22260
969.717,-61.732,192.943,2450,-43050,-22680
965.996,-72.895,205.753,1820,-42000,-22190
959.103,-77.531,233.813,-1260,-40950,-22680
962.824,-71.919,254.675,-5250,-41860,-24290
968.802,-58.377,256.261,-9310,-44520,-26180
977.281,-38.186,249.063,-12530,-48020,-27930
981.246,-20.191,239.364,-13440,-52570,-29330
309.026,707.417,-1160.22,37310,19040,17850
322.873,696.559,-1149.3,37030,29960,21210
335.622,700.707,-1071.83,36820,39900,23590
360.022,703.208,-1011.08,37800,43750,25760
369.172,700.402,-1004.98,40390,43120,28560
363.56,692.411,-1021.14,44100,42070,31640
351.909,653.249,-1059.39,47390,42700,34580
336.354,613.66,-1072.07,49070,47460,36540
