Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
275.415,351.482,927.322,-1820,630,140
276.33,353.678,924.882,0,560,210
280.966,352.397,935.008,1960,350,280
281.332,347.151,940.132,3850,-420,350
279.38,340.685,938.241,3990,-1050,420
277.55,342.637,927.261,4060,-1470,140
275.964,340.99,912.865,3780,-1330,140
274.805,343.003,904.081,2590,-420,280
280.112,521.733,-1204.2,-11130,-15330,19460
260.653,454.023,-1233.91,-14910,-4480,18620
260.775,417.24,-1228.54,-24290,10570,15820
252.601,398.086,-1204.26,-37940,26880,12530
245.098,402.112,-1173.82,-57820,43610,11200
243.817,407.785,-1115.75,-81480,60340,12670
258.335,419.558,-1049.87,-105840,74200,15610
259.555,424.499,-1012.42,-128870,83510,19250
251.32,424.56,-983.991,-147980,91000,22400
261.141,407.236,-931.958,-161560,97300,23940
266.692,387.228,-885.72,-171640,100800,22470
264.679,391.01,-864.37,-179900,102340,18620
264.374,398.757,-856.257,-188370,104580,14560
269.925,431.514,-842.776,-198660,109550,10850
284.321,472.567,-806.176,-210560,116760,9590
299.876,493.612,-735.904,-221830,123830,10850
317.627,494.527,-642.391,-232050,128660,13090
326.533,479.277,-561.749,-242620,129920,15190
331.474,459.269,-499.712,-254240,128520,15750
320.372,426.817,-444.141,-266630,127190,13720
321.775,428.22,-372.588,-280420,126560,9240
346.785,442.494,-278.282,-296800,124670,5950
367.098,474.641,-196.725,-313530,119910,4550
383.568,489.952,-133.895,-326480,113190,4130
389.729,524.478,-130.479,-335580,105980,4200
400.77,569.008,-127.307,-344260,104510,6020
429.928,621.102,-94.245,-355040,108080,12180
443.409,623.115,-53.497,-366730,111370,22890
437.065,622.2,-8.723,-376670,113750,32900
432.551,626.409,40.199,-383040,116340,40670
426.634,591.029,93.025,-385630,118160,46130
425.597,556.503,146.766,-387870,119910,48720
428.464,552.355,199.348,-386750,120540,48510
429.257,532.164,242.109,-381850,119910,47180
433.954,510.082,287.798,-375270,119000,44940
430.599,514.596,301.218,-367080,118090,42630
440.847,509.472,362.218,-357630,118510,41370
458.842,487.207,435.723,-344750,117040,40110
462.563,457.378,488.305,-327040,112280,37520
443.043,392.169,545.462,-304430,105280,32130
429.745,365.695,564.616,-277690,97160,22190
437.187,360.815,562.359,-250600,90160,11970
435.967,379.725,569.069,-223510,85400,2730
430.355,398.147,598.227,-193970,82250,-4900
433.161,384.727,650.687,-164920,79520,-11270
426.329,380.823,704.55,-140070,76020,-17220
423.584,382.287,739.93,-120750,72800,-22260
412.604,384.3,772.382,-108640,71330,-26180
397.537,393.633,807.457,-104090,71680,-28770
394.853,401.441,851.682,-106610,73150,-29540
396.622,441.884,873.642,-111790,74340,-29330
406.26,492.148,900.299,-115360,75250,-27230
412.482,531.554,955.504,-111230,73360,-24710
409.615,535.763,1000.71,-98140,66990,-22820
400.831,529.48,997.594,-82320,57960,-21630
389.729,519.476,964.471,-68670,50890,-20300
366.061,499.529,941.108,-56140,47600,-19180
339.587,454.45,941.596,-45500,47390,-18970
335.195,430.355,965.508,-39760,48860,-19810
332.938,422.547,980.758,-38360,49770,-20160
327.509,428.281,975.329,-40950,50540,-19040
325.74,448.35,968.802,-47880,52990,-15750
325.008,461.953,984.845,-54810,56000,-10570
323.361,463.234,1010.53,-57050,57190,-4970
309.209,444.507,1036.39,-51940,56210,-560
294.508,407.541,1076.95,-40110,52850,1120
283.162,374.479,1100.68,-27510,46620,980
274.439,343.308,1091.66,-21490,41090,840
261.629,327.082,1082.99,-22820,38500,980
266.021,330.864,1079.09,-29260,38290,2450
269.986,335.378,1090.56,-35770,38360,5320
272.243,325.252,1120.45,-38290,37030,7980
272.792,316.346,1155.4,-34020,32970,9240
272.304,315.858,1176.14,-24150,25620,9030
275.842,300.608,1174.86,-11060,16310,8120
261.507,272.243,1157.6,3010,6860,6300
241.133,244.671,1109.96,11130,70,4200
233.325,236.68,1064.94,9240,-1470,3150
232.288,239.913,1044.08,1680,770,3570
236.497,247.721,1045.97,-5530,3430,4340
237.839,248.392,1056.03,-10010,4130,4830
241.621,259.433,1050.85,-12250,3220,4760
244.244,272.548,1040.11,-12040,1190,4970
240.95,271.511,1027.61,-8330,-1540,5110
228.933,258.03,1012.11,-1680,-4550,4270
222.345,246.745,992.653,5180,-7280,2240
217.831,246.806,966.423,10290,-8680,280
215.574,248.27,947.147,12950,-8330,-910
215.269,251.015,939.766,12250,-6650,-1120
217.038,249.673,944.707,8470,-4410,-700
216.367,259.067,940.742,3710,-2380,-210
220.027,272.121,951.051,140,-700,280
227.835,278.16,978.623,-1260,-560,700
230.336,282.491,978.196,-280,-2660,1120
218.136,268.705,965.508,1050,-4830,1330
209.169,261.202,946.598,0,-5670,840
210.511,266.387,930.25,-2450,-4620,350
213.073,266.021,929.457,-4550,-2730,420
213.744,267.424,932.751,-4410,-1260,140
215.086,266.387,930.86,-3150,-490,-490
216.428,260.592,939.949,-1470,210,-1330
219.661,262.3,940.254,560,770,-2310
227.225,266.326,954.04,1470,1330,-2590
230.58,269.315,975.39,1540,1050,-2170
231.373,266.509,981.551,840,-140,-1400
229.848,263.703,980.636,-700,-1400,-630
222.345,259.86,970.449,-2940,-2170,0
218.99,262.849,959.042,-5670,-1820,210
220.088,265.411,948.672,-7140,-910,350
219.417,262.117,953.186,-6370,210,70
223.199,254.736,967.521,-3290,70,-1120
221.674,261.019,967.826,980,-1610,-2940
221.552,268.095,955.26,3920,-2940,-4130
224.602,275.415,950.136,4690,-3150,-4480
225.883,280.295,946.598,3850,-2590,-3710
228.384,281.393,954.833,1540,-1750,-2450
228.079,281.942,953.979,-630,-1470,-1330
226.737,282.491,943.67,-1750,-1050,-560
224.053,282.186,936.045,-1260,-280,-210
330.254,497.882,-897.92,12600,-16940,16030
322.568,478.789,-920.734,19740,-22750,17850
321.165,463.051,-944.768,25270,-27650,18900
324.215,447.374,-984.54,28490,-32060,19530
317.444,442.311,-1057.37,28700,-34650,20370
301.096,433.527,-1127.52,24920,-31990,22190
289.689,418.094,-1169.37,17290,-24640,24850
280.234,411.811,-1181.39,7770,-15190,27510
272.121,408.029,-1175.1,-1120,-5110,29330
269.62,406.016,-1157.96,-9100,3990,30170
271.755,411.445,-1153.51,-15540,11620,30170
266.936,413.458,-1141.25,-20370,18410,30170
251.259,376.919,-1122.7,-23030,24220,30030
241.499,338.245,-1095.99,-26250,29260,28210
238.876,324.764,-1087.45,-33180,34160,25760
235.582,315.309,-1083.97,-44170,40110,24570
239.791,303.658,-1067.2,-59640,47740,25340
246.196,282.003,-1035.96,-78400,55300,27020
248.514,254.919,-1003.39,-97090,61180,27930
242.109,246.257,-994.483,-114310,65100,26670
234.545,260.714,-998.509,-129570,69300,24080
233.752,288.896,-982.527,-141680,75180,21770
241.194,301.889,-941.596,-150220,80920,20230
252.54,315.126,-900.482,-156520,85400,18970
262.544,315.919,-858.697,-161910,88550,17920
273.097,323.361,-824.476,-167230,91000,16590
288.286,347.029,-781.471,-170660,92750,14700
304.146,364.414,-737.673,-170380,92960,12670
315.187,375.394,-703.086,-167930,91700,10430
322.751,379.969,-669.963,-164920,90300,7840
328.302,380.274,-634.339,-162540,89320,5040
341.051,392.474,-594.75,-162260,88830,2240
362.767,416.569,-555.954,-165200,88550,1050
383.202,431.27,-508.801,-169750,88130,1750
387.655,439.81,-473.543,-173320,86730,2310
402.356,444.69,-430.904,-175980,85470,1890
417.789,472.079,-396.012,-175560,82250,910
423.889,491.05,-391.315,-170590,77770,0
424.499,495.32,-358.314,-161140,73710,-1540
426.573,488.061,-330.071,-149940,68110,-3710
421.754,470.798,-310.368,-140350,62160,-6370
419.497,455.609,-278.709,-134120,57050,-10150
418.155,444.507,-250.649,-132160,52290,-14560
414.373,444.263,-234.301,-136430,48160,-18900
418.094,462.929,-204.594,-146930,45780,-21560
418.46,480.192,-172.447,-163100,44310,-22190
421.144,499.529,-145.424,-183120,43260,-21770
429.196,543.937,-139.629,-203770,42910,-20720
442.86,608.902,-122.976,-221410,44100,-17850
460.123,663.68,-102.358,-232610,44590,-13230
464.332,685.152,-87.718,-238490,43890,-7630
453.535,681.797,-91.622,-240100,42910,-3080
438.834,663.619,-83.692,-240100,43960,-1050
418.582,659.166,-59.475,-240940,47110,-840
425.536,659.837,-28.304,-244020,52080,-1470
444.263,680.272,28.609,-250740,58100,-1470
461.526,710.894,75.335,-259280,63420,560
478.179,739.137,113.033,-269220,69230,4970
481.412,739.93,160.735,-276500,74550,9800
478.728,724.68,220.454,-278740,78190,13020
469.883,710.955,265.472,-278880,80780,14560
477.203,725.778,322.324,-276500,82810,14280
478.24,726.937,375.333,-271600,83580,14420
479.399,724.314,424.987,-265790,83860,13860
475.373,702.842,471.103,-258230,84070,12950
466.284,679.662,520.574,-249200,84420,10010
467.26,683.017,566.446,-237580,83930,5250
471.286,706.319,615.368,-223020,81900,560
475.8,721.935,645.502,-205870,78470,-2590
477.508,722.911,694.912,-186760,74410,-5530
476.532,740.235,726.754,-166530,69230,-8330
473.543,751.642,768.905,-144690,63420,-10500
470.249,751.093,817.217,-121240,55860,-13790
469.395,752.374,832.101,-99050,47320,-16870
471.53,762.561,829.966,-79520,39060,-18620
458.537,738.466,807.396,-65240,32830,-18340
445.605,705.038,789.218,-58310,30660,-17290
442.311,683.383,770.613,-59710,33110,-14770
431.331,664.9,791.353,-65660,38220,-11340
433.222,655.994,813.923,-71820,42070,-8330
442.25,658.19,840.824,-75670,44520,-5460
446.459,655.872,866.627,-75040,44870,-2380
446.642,653.798,886.574,-68530,42000,-490
440.359,630.313,917.562,-57120,36540,280
420.9,589.626,937.387,-44310,29050,-490
409.31,562.786,909.693,-36890,22820,-1890
397.659,552.233,884.988,-35490,19740,-2450
386.679,538.386,873.581,-38780,18970,-1820
378.81,527.467,846.375,-48440,20230,630
374.357,529.602,825.33,-63280,24920,4830
378.444,537.532,850.218,-75740,30380,9240
385.764,525.942,887.611,-78470,32200,12320
378.932,497.028,917.501,-70140,28910,12320
365.512,475.922,913.597,-54530,22050,8960
358.619,471.957,886.33,-37940,15260,4690
353.739,460.733,867.237,-25690,10920,1960
346.907,450.302,846.253,-21140,10360,1330
340.99,443.47,847.473,-22050,12530,1960
334.463,432.429,863.455,-24150,14910,2240
340.014,425.536,894.748,-26110,16450,1610
348.859,432.49,908.717,-28210,15960,1120
350.14,435.113,906.155,-30590,14560,1610
348.615,435.052,894.931,-32830,13370,2660
337.757,429.623,883.341,-32900,12460,3430
329.766,431.453,876.631,-30030,11410,2800
326.838,440.603,871.324,-23940,10010,1190
325.191,441.701,874.984,-15960,8610,-560
322.568,440.847,876.265,-8960,7210,-2240
326.228,445.605,864.736,-6230,6860,-2940
329.766,445.666,868.945,-6930,7910,-2450
325.679,436.821,882.548,-8750,8960,-1540
322.202,435.906,887.428,-10920,9450,-1050
331.291,449.143,885.842,-12530,9380,-560
344.101,459.147,903.837,-16450,13230,910
364.414,479.765,1077.32,-24570,17150,4550
352.458,468.541,1084.03,-31220,10570,7280
344.589,458.171,1016.02,-21350,770,5180
328.912,412.116,941.779,-12320,-5530,4550
331.535,410.347,917.074,-2870,-7560,2310
213.805,430.355,-1070.37,10640,1540,18620
209.352,416.447,-1063.23,7420,5810,20230
206.729,409.92,-1062.62,3360,10010,21000
205.875,409.127,-1069.39,-1470,14700,21420
212.219,410.225,-1074.39,-6860,19810,21770
220.149,407.419,-1076.16,-12040,25060,22540
215.757,403.027,-1084.46,-18410,30940,24570
211.06,382.531,-1065.91,-26600,38360,27090
205.753,353.8,-1050.24,-37310,45430,28910
208.01,328.424,-1026.94,-51310,52710,30100
208.315,312.198,-999.546,-67200,59430,30450
216.428,316.041,-969.839,-83230,65030,30450
230.275,323.91,-934.764,-97790,69090,31150
244.976,329.949,-909.51,-108430,70350,31920
252.601,323.91,-900.421,-113890,69510,32270
249.612,324.581,-897.127,-115920,68460,30800
254.309,333.914,-890.783,-116270,68390,27790
260.958,349.957,-879.986,-116620,69090,24570
270.84,354.349,-857.782,-118230,70700,22260
273.463,345.748,-824.598,-122010,72170,20440
272.182,339.953,-807.091,-129290,73570,18410
271.877,340.624,-784.094,-140140,76370,16380
276.818,336.171,-740.174,-153650,79940,14350
286.517,353.434,-697.84,-169050,82600,11760
296.948,381.128,-669.78,-185430,84560,9870
306.342,404.491,-635.132,-201530,86240,9170
307.379,415.837,-593.774,-216300,87010,8540
312.564,429.196,-547.17,-230370,87150,7490
311.893,441.03,-511.79,-244790,86730,6370
320.555,468.663,-483.852,-260960,87500,5600
337.025,514.962,-461.648,-279090,90510,7000
356.24,575.901,-440.786,-298690,96040,11620
383.812,615.124,-391.315,-317170,104090,19110
407.602,610.488,-298.778,-334880,110810,28280
420.107,602.68,-230.153,-348530,112700,35490
407.663,606.645,-131.028,-356300,112350,40320
438.285,601.826,-83.082,-360710,107800,43960
436.211,587.369,-53.863,-360920,102060,46130
417.789,578.219,-40.626,-357560,97090,45780
405.955,567.117,-48.983,-353220,94220,44100
415.471,579.805,-59.719,-350980,95620,43330
418.948,608.231,-1.159,-349580,100800,44240
429.562,635.864,75.213,-341670,103320,44660
433.405,639.036,132.675,-328090,101710,44940
432.124,618.052,165.859,-312130,98700,44310
421.876,575.474,202.886,-295610,96460,42070
414.678,531.798,234.667,-281190,96110,37940
414.8,496.723,291.092,-270970,98700,32550
428.098,504.409,370.758,-260540,100940,25550
458.903,541.131,451.156,-246540,99750,18760
482.266,586.759,518.439,-228830,94220,14350
479.216,590.114,566.69,-204890,84700,10500
457.378,568.337,583.16,-178920,73430,5530
440.603,529.724,573.583,-160090,65240,840
427.122,514.901,563.518,-153440,63770,-3430
446.886,536.678,584.868,-156870,68320,-5390
468.358,568.703,640.378,-160580,74130,-4760
473.726,574.315,723.948,-156800,77070,-3990
484.584,574.254,800.93,-146090,74830,-4550
477.874,572.851,836.798,-128450,67060,-6720
465.735,558.272,832.101,-110320,58730,-9450
458.415,551.501,817.644,-98140,53970,-11130
451.888,553.209,835.517,-92050,52990,-10990
453.84,548.329,878.522,-89810,53200,-9800
452.193,542.778,910.364,-91000,52640,-7840
455.121,541.863,929.213,-94640,52080,-5320
458.11,545.706,949.709,-96460,50820,-2660
454.023,555.893,951.478,-93310,48090,-560
444.08,551.44,965.142,-84000,44940,700
428.891,525.698,983.198,-70560,40600,490
422.181,498.309,990.213,-58590,36120,-910
412.36,485.56,983.381,-48160,31430,-2730
406.26,474.092,959.103,-41160,27790,-3570
399.245,461.343,943.975,-38640,26880,-3080
394.121,453.474,936.35,-40880,28070,-1470
397.11,453.047,955.809,-43470,29540,350
393.816,448.472,965.996,-41440,28490,1680
387.045,434.869,977.647,-35070,25900,1610
381.25,424.987,975.512,-24500,21560,-210
370.087,416.752,942.328,-13790,17290,-2100
351.482,388.814,929.823,-7420,15470,-3220
341.966,371.978,915.915,-10360,16800,-3500
350.262,383.141,923.418,-21840,21210,-1960
358.375,396.988,946.781,-32060,24710,560
358.009,407.175,963.617,-34720,24640,2310
361.547,411.323,974.475,-29680,21490,2730
356.789,407.663,970.937,-18830,16870,1610
348.798,389.912,961.848,-5670,12390,70
337.147,371.124,934.642,5320,8890,-2030
367.525,394.182,983.137,2940,15050,-2590
450.729,430.05,1292.04,-22890,23310,5810
362.462,370.392,1234.27,-43750,11690,12530
363.743,352.458,1033.28,-39760,-4410,10010
358.985,352.336,908.961,-24290,-11690,5880
337.696,354.288,884.866,-3500,-13440,560
347.334,326.472,901.641,8330,-13020,-1540
339.648,313.418,922.015,9170,-11270,-2520
334.463,329.034,905.789,7490,-10780,-3850
347.029,347.944,868.518,5810,-9660,-4690
342.515,375.089,856.196,3990,-7140,-4970
341.6,371.429,860.954,1330,-4620,-3290
337.635,377.163,856.013,-3780,-2310,-1540
329.034,385.764,837.042,-9380,350,630
320.616,380.823,831.857,-12460,3780,2520
312.991,373.747,851.316,-11830,6860,2730
315.614,380.091,877.363,-8190,8610,1540
333.243,377.956,934.093,-7000,9660,1820
332.938,381.982,958.066,-7700,8470,2730
329.827,372.283,921.222,-5740,5530,3360
325.069,353.739,907.253,-2730,4410,3570
315.492,332.511,912.011,700,3920,2730
313.357,319.64,916.464,910,3990,1750
313.296,317.81,911.035,-1190,4690,1120
316.346,320.982,911.157,-3010,5740,630
325.435,331.596,924.394,-3150,6090,0
329.766,343.186,936.106,-1470,4760,-210
328.241,339.099,932.446,70,2660,70
321.104,332.816,914.939,1050,980,280
315.553,334.951,902.312,840,420,140
348.493,689.239,-1031.75,-27790,12670,32200
352.031,686.799,-1001.19,-30310,16520,31850
358.253,701.866,-990.274,-30310,18760,32480
351.665,695.339,-985.272,-28840,21770,35910
338.794,656.055,-979.843,-27860,25900,40110
331.291,603.961,-959.286,-28420,31780,43190
333.304,557.723,-926.346,-31360,38080,43890
335.561,523.014,-907.375,-39550,44170,43400
347.456,504.348,-882.67,-53060,51450,43470
351.482,497.455,-834.968,-68670,59080,44170
360.571,480.68,-784.033,-83510,64470,44520
370.453,470.737,-739.747,-96950,67270,44100
375.76,461.587,-699.121,-107940,67410,42770
385.947,474.702,-685.274,-117040,65310,40320
394.975,493.917,-686.494,-124810,62580,38990
392.657,500.078,-691.923,-130480,60060,38920
383.995,481.107,-696.742,-134190,58450,38710
372.1,465.979,-697.779,-138460,58520,37310
371.551,454.694,-680.211,-145670,61320,35770
378.871,439.688,-638.609,-155470,65030,34300
377.59,407.907,-586.698,-167930,67760,32130
378.078,394.792,-533.262,-185640,70070,29050
389.302,401.746,-493.978,-209370,72380,26460
400.343,429.135,-457.317,-236250,75110,25480
422.608,450.668,-424.743,-263410,78540,26110
434.625,512.644,-408.456,-289310,83650,28210
471.713,581.94,-381.799,-314300,91000,35630
515.816,632.997,-342.82,-339570,99050,48510
525.82,645.014,-275.049,-358400,104860,63070
531.31,631.228,-222.04,-367220,106540,74410
527.345,589.687,-167.384,-365610,104790,80710
511.607,550.342,-140.91,-356160,100030,81270
490.257,512.766,-131.76,-341810,95410,77420
480.314,478.118,-120.902,-326130,93380,70280
477.447,469.883,-106.872,-311850,94360,61950
483.242,463.173,-84.058,-300090,97300,54530
480.863,470.493,-61.183,-291900,102410,48860
475.617,481.29,-19.947,-281890,107800,43330
479.155,496.601,23.79,-268660,112700,38220
475.251,494.039,86.864,-253820,116410,33670
469.456,478.301,144.692,-237930,118440,27860
480.375,469.09,210.694,-224070,120400,21770
479.216,466.589,281.454,-212590,121100,15820
495.503,491.599,351.116,-200970,120680,9870
503.372,502.762,430.477,-186760,117600,4690
515.389,514.901,492.026,-170800,110950,-560
515.267,517.463,531.188,-154140,102620,-5250
500.566,502.396,547.414,-137760,94780,-9660
496.235,491.599,564.799,-122150,89740,-14770
493.368,478.423,605.669,-107660,85890,-20020
491.111,491.782,633.973,-93730,81760,-25830
486.231,494.832,695.827,-80990,77210,-29540
485.743,478.85,733.83,-75180,72310,-32060
496.479,511.363,736.941,-81410,69930,-31710
499.59,542.534,759.694,-94080,70490,-26600
502.152,576.999,797.514,-105560,71330,-20580
511.18,580.781,863.516,-111230,70000,-14770
508.13,579.195,906.399,-109760,64400,-10710
495.564,575.962,921.71,-99610,55160,-9380
476.044,578.646,890.051,-82740,44730,-10290
454.999,552.172,853.268,-66290,37030,-11620
440.115,537.715,821.975,-53760,34230,-13440
425.902,524.661,821.975,-44170,34650,-15610
425.597,538.386,841.068,-38780,36400,-17710
436.577,554.795,876.387,-37240,38220,-18200
450.424,577.914,910.486,-40320,39340,-16450
466.345,593.225,940.437,-45850,38990,-12390
469.456,583.221,955.748,-49770,37240,-7280
459.513,553.697,966.301,-49490,34300,-3990
452.498,529.419,942.206,-45710,30660,-2730
441.823,506.361,920.429,-39410,27790,-2730
430.782,484.035,908.29,-31710,25830,-4060
421.693,465.552,890.417,-24710,24570,-5950
412.665,454.938,877.851,-20580,24710,-8050
406.992,453.718,872.178,-19390,26180,-9660
403.698,464.698,866.993,-20580,28420,-10430
406.443,474.702,890.722,-22890,30870,-10010
405.528,472.079,911.462,-24640,32410,-8960
407.663,481.717,918.843,-25760,32340,-8190
444.263,531.432,949.404,-32410,38850,-6510
458.72,524.905,1195.72,-46830,47250,-280
521.733,589.382,1293.51,-58870,34090,6930
441.884,554.307,1233.36,-55160,16660,10920
394.182,479.399,1065.3,-32760,-1750,8750
379.42,413.214,913.963,-11200,-12250,4130
367.83,402.844,869.616,4410,-13090,140
358.192,389.607,863.882,14770,-12040,-3150
361.669,384.605,858.697,17080,-10920,-4480
356.362,387.167,838.201,12320,-8820,-3430
347.334,396.683,811.727,4690,-5530,-1540
344.65,404.369,793.854,-1330,-1890,70
341.234,392.535,795.196,-4410,1470,1610
334.158,386.13,800.686,-4970,4340,2100
336.476,381.555,816.241,-4550,6790,1960
336.415,379.908,840.946,-4340,8750,1260
341.356,383.202,856.562,-5460,10220,770
346.968,397.598,871.751,-8470,11480,840
364.841,429.989,907.314,-9520,11620,980
376.126,437.797,959.103,-10640,9590,2590
358.314,431.148,943.182,-8120,5040,2870
352.214,408.09,904.752,-3570,1330,2380
342.576,382.47,892.552,-840,70,1610
342.454,381.189,889.807,350,-560,280
344.833,389.79,878.827,420,-1190,-840
350.445,402.966,860.893,-70,-1470,-1120
350.079,409.676,852.78,-700,-910,-560
351.604,406.504,860.588,-1190,-70,140
350.567,401.197,871.08,-1470,140,700
350.811,398.757,878.278,-1960,0,770
351.848,403.21,874.862,-1890,-350,770
352.275,399.794,873.886,-1330,-350,770
352.214,397.049,875.167,-560,-140,700
351.726,397.781,880.413,-70,140,280
354.349,401.685,882.121,560,70,-140
353.617,399.794,880.169,1330,-280,-210
351.421,396.073,876.814,1820,-420,-420
350.567,398.147,874.496,2030,-490,-630
353.434,402.905,874.008,2240,-630,-770
352.824,401.258,873.337,2450,-840,-770
193.004,574.376,-1396.72,60900,-24290,22190
199.226,558.638,-1361.7,42700,-3640,25060
201.666,532.469,-1302.47,24220,13160,26740
216.489,498.187,-1252.39,4200,27230,28000
225.822,469.212,-1209.69,-17080,39620,29890
237.595,469.456,-1160.89,-35000,50260,31780
247.172,463.539,-1139.48,-49840,58730,34160
242.353,448.777,-1097.02,-63980,67480,37170
235.338,427.549,-1042.86,-78120,75670,40600
226.371,382.836,-977.708,-92960,82600,43680
232.166,359.168,-911.828,-108150,87360,45430
240.767,344.162,-863.15,-122990,89320,46760
239.73,324.398,-826.977,-136290,88900,46900
232.471,298.107,-820.084,-148400,87080,45990
216.672,277.55,-819.657,-161140,86590,43820
214.903,283.772,-816.912,-175910,89180,41160
227.225,295.85,-788.425,-192220,94430,39900
230.336,293.349,-746.274,-209650,100240,40460
235.338,273.768,-685.03,-229110,106120,41580
239.852,262.605,-626.775,-250110,110810,41720
