Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
764.513,-658.861,-217.953,11340,-6510,-3710
749.873,-643.855,-219.295,10220,-6930,-4620
738.222,-639.89,-226.31,7280,-8050,-4060
727.547,-635.864,-229.909,3780,-8820,-3010
715.286,-622.932,-232.349,420,-8820,-2100
710.65,-603.656,-224.541,-1540,-8190,-1120
715.042,-604.327,-215.086,-980,-7630,-140
722.301,-613.294,-220.332,1680,-7560,0
729.499,-609.756,-219.905,5250,-6860,-490
727.181,-609.39,-215.086,8470,-6440,-630
721.813,-617.076,-221.186,10640,-6790,-70
723.216,-630.984,-229.787,11550,-6930,1120
736.026,-646.417,-234.728,11200,-7000,1890
742.492,-663.253,-228.384,9380,-7490,2240
744.81,-665.571,-226.127,6160,-9100,2170
744.566,-638.975,-245.952,2870,-10710,1820
737.612,-620.736,-263.581,1610,-10360,2240
733.708,-622.627,-273.28,3010,-8050,3150
738.1,-634.949,-275.232,5950,-4830,3500
747.25,-640.683,-269.986,8820,-1540,3290
751.032,-643.245,-254.126,10150,770,3150
750.849,-643.062,-245.708,9590,1470,3500
749.202,-644.16,-245.708,7980,1540,4270
745.847,-639.585,-241.377,6370,1960,4830
744.688,-627.08,-236.558,5320,2590,5110
747.86,-616.1,-228.628,5600,3430,5530
756.339,-629.032,-218.319,7070,4060,6370
769.82,-657.275,-215.33,8960,4200,6440
784.094,-672.22,-203.374,10150,3850,5250
791.78,-675.941,-185.318,9940,2100,3850
790.011,-671.061,-186.843,8540,-1330,2590
781.837,-668.682,-209.047,6930,-4550,1610
771.406,-670.207,-224.663,6230,-6020,840
761.036,-668.438,-230.092,6090,-6510,-70
753.045,-662.338,-233.325,5600,-6860,-840
742.37,-657.58,-239.547,4130,-7420,-840
735.965,-652.334,-250.039,2100,-7700,-210
730.841,-647.027,-264.252,420,-7000,630
731.634,-639.524,-268.461,-140,-5040,1470
730.048,-638.731,-266.265,210,-2730,2310
727.974,-647.332,-254.675,700,-560,3150
734.806,-662.643,-247.904,1190,910,3710
742.919,-669.536,-240.218,1750,2030,3500
746.884,-674.538,-227.286,1820,2310,3010
747.982,-679.845,-226.371,1540,1680,2240
746.03,-674.172,-230.092,560,980,1190
741.333,-669.658,-233.813,-700,560,840
737.856,-673.257,-234.972,-2170,490,980
736.026,-672.159,-232.105,-3990,770,1120
734.44,-666.913,-219.966,-5740,980,1260
728.34,-660.325,-223.504,-6370,1050,1330
723.216,-655.262,-226.432,-5880,1890,1470
1183.46,-599.813,-741.089,5460,13790,6300
1254.89,-645.502,-703.696,3640,23870,2380
1342.73,-683.383,-622.566,-2590,31150,-2520
1410.69,-672.769,-618.418,-8680,35560,-10710
1428.93,-591.883,-524.661,-9170,43190,-22890
1424.78,-481.473,-466.589,-2940,50050,-38220
1382.5,-352.824,-409.188,10640,58100,-53060
1351.94,-212.89,-347.273,27930,66850,-63910
1342.73,-86.498,-280.356,46620,74200,-69440
1350.36,4.758,-222.406,64610,78330,-68740
1375.85,41.602,-189.283,78610,78680,-62020
1392.75,13.847,-180.194,87150,75950,-52360
1388.12,-34.16,-213.683,92050,72520,-44450
1368.23,-53.619,-232.532,96250,71890,-39970
1325.71,-19.337,-256.444,102550,73990,-37170
1305.77,27.572,-307.501,113120,80640,-32830
1298.32,30.012,-281.881,126770,92680,-27790
1301.31,56.303,-258.213,141610,104930,-21840
1277.83,20.923,-231.19,156450,117670,-14210
1200.91,-110.288,-71.736,168420,129500,-9030
1153.2,-221.186,138.287,177380,129920,-8820
1101.84,-245.403,208.925,185570,116690,-14140
951.783,-229.604,215.513,193550,99960,-21140
765.062,-229.848,183.244,200480,87010,-22680
590.053,-278.77,176.351,204120,79380,-18550
370.209,-390.949,205.265,205310,74060,-11410
173.606,-459.33,298.351,200410,66640,-350
-6.771,-565.958,398.147,191590,52430,20090
-175.436,-727.791,584.746,179690,28140,45500
-335.622,-876.692,787.51,166530,-14000,76790
-470.066,-1055.12,843.447,152600,-72870,118720
-606.828,-1282.34,762.988,135100,-138600,163800
-716.872,-1573.13,344.894,126420,-195300,197890
-732.549,-1805.6,-218.807,139160,-212870,211190
-679.357,-1985.55,-640.5,169400,-181790,204400
-509.777,-1998.6,-795.562,205520,-119840,182210
-198.311,-1998.6,-725.534,228970,-53550,150080
116.083,-1907.9,-488.671,227850,-9800,111090
311.283,-1720.2,-293.532,199920,-4340,76510
388.631,-1557.33,-279.441,149520,-25340,51100
385.825,-1401.05,-341.661,86590,-49490,35140
375.333,-1290.58,-356.423,21980,-64820,29470
398.147,-1198.89,-376.248,-33460,-72170,25830
414.983,-1106.72,-389.912,-70770,-72170,16310
395.951,-1003.88,-375.76,-90300,-65240,2310
361.12,-890.112,-357.582,-95480,-53060,-12390
336.11,-773.602,-312.381,-90230,-37100,-24710
331.169,-686.189,-248.758,-79030,-20160,-32270
349.896,-602.619,-161.772,-66850,-4550,-34860
379.359,-529.236,-74.542,-55160,6580,-32410
410.042,-489.342,-14.091,-44170,12250,-26040
447.618,-495.991,31.537,-34650,14350,-16240
494.161,-534.787,47.58,-26180,13650,-6020
532.225,-597.983,37.576,-17290,12250,1960
562.969,-674.111,19.215,-6510,12530,6720
600.606,-733.281,10.675,6090,14910,7490
630.435,-768.844,25.498,17570,17220,5880
648.552,-792.024,43.676,25900,17150,3850
668.621,-812.52,56.425,30450,13930,2450
674.111,-840.885,49.288,30870,8400,1610
668.621,-870.47,39.955,27580,2590,1260
666.486,-887.55,27.45,21700,-2800,1260
667.828,-892.552,7.93,14910,-7700,630
663.497,-878.827,-14.152,9030,-11480,-770
654.286,-863.394,-40.504,5390,-13510,-2170
644.526,-862.357,-59.658,4410,-13510,-3500
638.487,-864.858,-64.843,4900,-12250,-4970
645.197,-856.074,-63.928,5320,-10850,-6720
645.624,-836.371,-54.9,4760,-10080,-8610
633.546,-821.792,-40.26,3080,-10780,-9450
623.176,-816.668,-36.783,840,-12530,-8890
621.59,-814.655,-38.552,-1330,-14490,-8050
622.322,-805.505,-49.715,-2450,-16380,-7980
616.283,-789.706,-63.684,-2310,-17850,-8470
608.658,-780.678,-79.239,-2170,-18690,-8190
604.998,-783.85,-95.343,-2170,-18830,-7000
602.436,-793.427,-106.14,-2240,-18060,-5950
604.327,-796.904,-105.042,-2170,-16870,-5600
605.791,-802.15,-104.859,-2100,-16310,-5600
612.318,-799.771,-101.016,-2170,-15960,-6090
613.05,-793.488,-99.003,-3080,-16450,-6440
608.292,-785.009,-113.948,-3850,-17010,-6230
606.096,-781.654,-123.952,-3920,-16380,-5740
611.83,-775.92,-132.553,-3570,-14980,-5320
619.394,-771.589,-142.008,-3150,-13090,-5040
620.065,-768.844,-145.241,-2800,-10850,-4690
620.431,-767.441,-155.367,-2590,-8470,-4060
624.579,-765.733,-168.36,-1680,-5390,-3570
627.69,-763.049,-171.715,-70,-1400,-3430
629.52,-765.428,-157.746,1470,2730,-3360
639.402,-766.526,-126.575,1960,5530,-2940
654.591,-770.064,-113.887,1400,6020,-2380
662.277,-771.223,-105.713,-70,5320,-2240
659.105,-774.822,-96.99,-1890,4200,-1820
664.107,-782.63,-99.247,-3360,3010,-1470
670.146,-783.667,-92.415,-4200,1890,-2170
666.547,-776.103,-85.827,-5040,140,-3360
660.02,-761.219,-93.086,-6090,-2170,-3990
650.626,-751.947,-111.203,-7000,-3500,-3500
644.831,-755.119,-118.828,-6930,-3080,-2940
644.038,-754.997,-117.547,-5460,-1750,-2940
643.245,-748.714,-110.959,-3430,-560,-3430
641.537,-747.372,-108.092,-1820,-70,-3780
636.596,-752.13,-111.264,-910,-70,-3780
634.766,-751.947,-112.545,-1050,0,-3500
631.228,-753.655,-113.826,-2310,140,-2870
631.777,-757.986,-106.75,-4130,70,-2030
635.681,-768.295,-101.138,-6300,-630,-1120
637.755,-775.981,-103.822,-8330,-1680,-770
637.084,-774.334,-102.602,-10010,-2450,-1120
631.96,-763.537,-108.763,-11480,-3080,-1330
622.322,-755.485,-123.708,-11480,-2380,-1400
617.198,-751.032,-126.636,-9730,-140,-1540
617.869,-750.605,-127.612,-6860,2800,-1890
618.174,-749.629,-124.989,-3710,6020,-2450
616.954,-749.995,-108.275,-1540,8960,-2730
624.64,-751.215,-93.025,-1400,10640,-2100
632.57,-758.718,-76.311,-3150,11060,-1050
634.827,-762.5,-58.194,-5810,10500,-140
865.346,-344.04,-868.64,-3150,27720,2170
967.155,-327.875,-908.046,-700,35980,4480
1028.09,-367.769,-957.578,1680,46830,6020
1104.04,-399.123,-958.615,630,61460,5530
1177.3,-417.667,-874.435,-5530,76020,5670
1289.97,-409.92,-736.331,-16590,85120,5670
1350.84,-352.702,-571.753,-33530,83230,7490
1361.58,-310.673,-492.148,-51660,69930,14700
1365.97,-299.632,-573.644,-63000,53200,20440
1345.78,-310.124,-725.229,-66710,45920,19180
1296.01,-278.343,-781.532,-63630,53270,9450
1236.9,-209.474,-744.322,-51660,69860,-5600
1188.1,-103.7,-641.72,-31990,90440,-22400
1166.2,-1.83,-529.236,-6090,109970,-36540
1177.36,80.459,-432.673,22610,126280,-47110
1195.97,135.176,-344.162,52430,139510,-54390
1209.87,190.32,-280.844,76720,146790,-58590
1240.74,220.942,-209.169,92050,148470,-57050
1265.2,244.732,-156.892,96600,143500,-50820
1252.27,260.043,-117.73,92470,133560,-41160
1205.06,267.912,-78.385,82390,120750,-28420
1124.17,267.607,-60.39,69930,106540,-13440
1062.19,266.082,-60.39,59990,93730,2590
1009.67,256.688,-67.039,55370,83860,17640
955.443,236.436,-47.275,56490,77280,31570
910.303,198.738,-39.162,61250,71610,45220
838.14,106.628,-0.854,69580,67760,56770
729.255,19.276,26.779,81480,64960,64190
596.397,-155.916,84.241,94430,64050,68670
475.312,-302.743,133.163,112770,64120,65870
373.381,-400.892,133.651,140280,66920,57190
250.954,-622.444,248.819,168770,70560,48930
133.224,-806.237,411.323,192150,62160,42980
53.802,-874.74,519.72,204680,37380,45010
-96.563,-944.463,480.192,205310,350,57050
-237.534,-1006.2,453.596,199500,-36960,79660
-345.199,-1073.11,435.54,185990,-76440,114800
-439.688,-1308.39,252.601,173040,-115010,154910
-465.003,-1598.87,-37.942,170660,-136780,180880
-397.659,-1809.08,-257.42,178430,-134050,187320
-254.37,-1975.18,-381.189,186690,-115850,178220
-29.89,-1998.6,-423.401,193060,-93450,154280
190.198,-1995.55,-426.146,190050,-76860,121380
337.513,-1919.61,-394.487,173250,-69230,85190
420.717,-1753.08,-336.232,140700,-73010,52570
434.015,-1569.65,-334.768,94640,-87080,28000
380.396,-1388.48,-392.23,44170,-101430,11410
335.5,-1208.96,-450.302,-1540,-106820,2100
323.91,-1066.46,-502.945,-37870,-102340,-3010
318.664,-953.613,-517.402,-62510,-89320,-8540
303.17,-846.436,-510.265,-75740,-70770,-15120
297.863,-741.638,-486.963,-78540,-47950,-21420
303.597,-656.665,-442.128,-71680,-21840,-26880
318.359,-591.761,-380.274,-57050,5740,-29470
345.077,-548.695,-307.318,-36890,32550,-29750
389.851,-526.674,-213.195,-14560,56350,-27650
456.768,-526.308,-111.874,5460,73430,-22960
525.759,-535.458,-19.276,20860,82110,-16450
571.387,-578.951,47.458,30100,82040,-9520
609.329,-631.411,79.056,34510,76790,-3360
643.977,-684.298,108.824,35490,68460,2100
678.32,-728.645,107.299,32830,57750,6020
702.964,-784.582,107.665,28350,47110,7980
712.663,-817.156,110.593,24080,35910,7630
721.996,-850.645,89.609,19180,24780,5810
720.593,-875.777,68.93,14840,15400,2730
712.358,-875.777,54.473,10570,7000,-840
697.352,-857.172,28.731,5180,-1120,-3430
678.625,-833.26,-4.697,-420,-7840,-4760
665.144,-810.995,-41.541,-4620,-12320,-5600
653.554,-789.401,-77.47,-6790,-13860,-6440
642.635,-775.188,-91.5,-7840,-12880,-6790
642.208,-762.622,-95.709,-8610,-11060,-6440
642.879,-759.084,-101.016,-8330,-9520,-5810
641.049,-749.751,-107.36,-6930,-8120,-5880
638.06,-747.311,-108.275,-5180,-6440,-6300
637.816,-743.712,-101.687,-3010,-4620,-7070
638.67,-736.636,-93.513,-490,-2940,-7980
639.097,-725.046,-89.548,2380,-1470,-8610
643.306,-718.458,-77.958,4690,-420,-8330
649.772,-724.009,-63.257,5950,-490,-7350
657.458,-735.66,-56.425,5880,-1750,-6160
659.959,-747.738,-54.412,5180,-3570,-5250
661.362,-758.23,-53.253,3780,-5670,-4340
665.388,-758.169,-52.216,1610,-7840,-3640
668.682,-750.239,-58.56,-1260,-10150,-3010
667.645,-745.542,-63.928,-3360,-12110,-2450
664.961,-742.37,-77.226,-4060,-13370,-1960
664.351,-738.893,-99.247,-3150,-13580,-1540
667.889,-736.514,-112.057,-1610,-12180,-1190
673.928,-735.721,-112.667,-140,-10220,-980
681.126,-744.078,-114.009,1190,-8890,-630
684.603,-747.067,-114.253,1820,-7560,-490
689.788,-743.956,-106.384,1750,-6370,-280
694.485,-745.725,-102.053,1470,-5810,280
699.975,-749.69,-98.393,1120,-5250,980
708.393,-752.069,-93.696,910,-4760,1260
712.175,-759.633,-95.465,1750,-4620,1050
713.7,-768.6,-93.452,3360,-4130,490
712.602,-774.578,-92.293,4270,-4060,0
712.907,-775.066,-93.269,4060,-4480,-490
709.918,-771.65,-93.025,3220,-5460,-840
706.502,-769.576,-104.371,2310,-6720,-1190
700.219,-766.831,-110.654,980,-7350,-1190
698.572,-766.404,-117.364,-1050,-7840,-770
694.241,-769.027,-117.181,-3570,-8330,-490
692.228,-766.038,-127.124,-5530,-8890,-560
689.91,-759.389,-130.906,-6650,-8750,-980
684.237,-749.751,-127.124,-7070,-8540,-1400
677.039,-747.555,-140.727,-6510,-8330,-1680
670.573,-746.64,-147.559,-5320,-7140,-1960
670.146,-746.335,-144.57,-4830,-5810,-2170
667.401,-748.531,-146.644,-4620,-5110,-2590
664.046,-745.054,-151.158,-4690,-4340,-3150
660.142,-735.416,-147.742,-5740,-3360,-3220
653.127,-728.157,-146.278,-7000,-2800,-2660
648.735,-725.534,-155.062,-7350,-1820,-2100
648.674,-724.009,-150.426,-7140,140,-1750
649.345,-721.569,-142.069,-6510,2030,-1750
1200.72,-641.049,-951.478,29120,50050,3850
1235.13,-695.461,-993.812,31780,60970,-3920
1270.51,-731.451,-1037.98,32060,75880,-14770
1300.03,-673.989,-964.898,30030,96250,-28490
1332.06,-557.296,-784.826,25200,115010,-43820
1291.13,-372.405,-612.135,24360,127960,-56980
1270.57,-210.572,-444.141,30240,136780,-64190
1245.32,-69.418,-323.666,41650,141190,-68180
1242.88,46.116,-231.678,55860,142940,-67620
1248.36,96.868,-154.147,71050,141960,-62090
1255.14,94.367,-89.426,83860,137270,-54320
1257.58,66.917,-64.965,92400,128940,-46410
1239.89,58.804,-87.291,96110,119280,-39410
1207.68,54.473,-111.264,96180,111580,-32060
1162.9,52.582,-101.565,94220,105910,-24360
1129.6,63.501,-101.748,92330,101430,-15680
1119.11,53.619,-76.189,91980,99050,-5600
1120.75,46.116,-28.853,93240,96530,4130
1102.33,7.015,21.777,95690,91910,12670
1048.77,-65.636,116.144,98420,84350,19460
1003.57,-139.507,240.523,99260,70140,24640
953.857,-202.337,296.887,98560,47110,27790
857.172,-226.798,273.158,98840,22540,28980
734.806,-239.547,263.459,102130,2940,31710
598.898,-278.038,295.118,105980,-14140,38990
475.434,-333.121,359.839,104440,-35630,52290
343.613,-437.919,382.836,97440,-64610,72450
229.482,-583.099,324.154,89320,-96250,92120
100.711,-720.41,189.832,85820,-121240,104510
-43.798,-906.887,137.555,88690,-133980,112420
-167.567,-1094.16,183.488,93730,-142940,117110
-258.945,-1231.41,162.321,102690,-154980,120330
-323.91,-1349.32,66.856,111720,-164920,121310
-360.815,-1463.82,-34.465,122920,-166950,121520
-356.911,-1550.01,-198.738,142240,-158970,118860
-332.877,-1630.04,-310.49,166670,-138600,110740
-264.069,-1713.8,-390.705,194530,-109900,96880
-157.929,-1729.23,-444.507,219730,-76510,75460
-11.59,-1679.03,-379.359,234640,-44940,51940
128.954,-1584.78,-314.577,235200,-26040,27090
217.343,-1458.27,-256.81,217420,-21350,5950
247.477,-1329.13,-240.95,181020,-27090,-7140
234.789,-1191.51,-262.422,132930,-37170,-12740
222.528,-1069.51,-294.569,81830,-45850,-11550
231.678,-976,-313.418,33320,-50680,-5950
259.86,-895.175,-324.703,-7910,-51870,-70
291.153,-818.376,-367.281,-36050,-48580,2940
302.987,-777.994,-383.934,-50540,-37800,2870
307.318,-757.62,-366.061,-53060,-21280,210
326.96,-750.239,-331.901,-45010,-1960,-4410
370.514,-742.004,-278.221,-30380,18760,-10080
419.375,-735.416,-187.758,-14420,37800,-15960
459.086,-729.865,-80.947,-1470,50750,-20650
490.379,-722.911,9.211,5880,55790,-22750
512.766,-719.922,77.287,7770,54040,-22190
526.186,-711.626,126.819,6090,47460,-19390
542.29,-698.145,140.727,3220,37870,-14910
552.721,-682.834,134.993,770,27790,-9450
552.416,-681.004,108.153,280,18900,-3430
546.133,-694.607,81.435,2310,12740,2660
560.285,-717.116,57.401,6300,8890,8260
583.526,-767.319,15.311,11060,6650,12320
590.968,-811.3,-17.507,14770,7070,13930
595.36,-843.264,-7.869,16170,8750,14630
611.525,-877.302,10.004,15120,7910,14770
621.468,-915.61,-6.71,12390,4340,13510
625.555,-944.89,-1.281,8470,2450,11620
629.337,-951.112,-6.405,3850,280,8820
633.363,-938.119,-22.814,770,-1120,5180
625.799,-917.867,-28.182,-350,-980,1190
610.183,-893.467,-33.733,700,70,-2380
598.715,-870.104,-39.65,3360,1960,-4830
594.445,-861.625,-31.72,6090,4270,-6160
590.785,-852.414,-19.337,8190,5810,-7210
590.663,-843.63,-13.176,9590,6160,-7910
589.138,-841.495,-10.309,9940,6090,-8260
597.861,-833.016,5.124,9030,5460,-8470
605.486,-824.232,9.394,6790,3640,-8050
604.51,-820.511,16.165,3990,1470,-7560
601.094,-813.13,23.424,1540,-770,-7140
600.118,-800.076,14.091,420,-2870,-6930
599.508,-789.157,9.943,560,-4060,-6720
593.957,-783.85,13.481,700,-4970,-5950
595.604,-782.325,7.137,770,-6370,-4830
597.739,-779.763,0.061,770,-7770,-4200
591.456,-777.628,-9.699,980,-8820,-3990
584.38,-767.502,-19.093,1540,-9380,-3920
583.404,-758.779,-29.585,2310,-9380,-3430
582.916,-756.949,-30.683,3080,-9030,-2380
586.576,-757.315,-32.147,3780,-8960,-1610
589.748,-752.496,-44.042,4620,-9100,-1120
584.197,-755.851,-59.78,5390,-8610,-350
582.489,-771.223,-68.076,6020,-7350,420
587.613,-785.375,-64.111,6160,-5880,980
595.665,-796.782,-58.987,5390,-5180,1050
596.946,-798.185,-60.085,4410,-5390,490
592.005,-797.148,-65.88,3290,-5390,0
587.308,-796.782,-61.732,1890,-5110,0
584.502,-785.314,-61.732,350,-5180,70
576.145,-779.275,-65.636,-770,-5390,210
572.302,-764.086,-62.83,-2170,-5530,770
567.727,-753.777,-68.015,-3850,-6160,2240
560.651,-752.557,-90.036,-4340,-6230,3640
560.224,-754.57,-103.334,-3640,-4410,4900
567.483,-770.552,-107.36,-1960,-1470,5880
577.914,-793.854,-94.184,140,1820,6020
591.029,-811.91,-74.847,2100,4200,5530
598.776,-826.733,-69.54,3290,5460,4620
605.181,-841.8,-60.268,3500,6300,3710
606.889,-849.181,-42.639,2310,6440,2800
611.159,-848.815,-32.269,140,5460,2380
608.536,-850.645,-32.818,-2450,3990,2170
602.863,-851.682,-34.526,-4480,3010,1890
600.789,-843.874,-42.517,-5880,2660,1540
597.556,-841.312,-51.972,-6370,3570,1330
595.543,-845.216,-51.85,-5880,5530,840
595.055,-853.878,-41.541,-4620,8120,140
601.094,-861.076,-27.267,-3360,10150,-560
610.549,-865.834,-12.2,-2870,11200,-1680
1147.17,-508.984,-672.647,280,41090,1260
1227.2,-504.287,-632.387,-13580,42280,4130
1291.25,-480.924,-666.303,-32830,39340,7770
1334.8,-415.41,-724.009,-47880,41160,8960
1340.96,-340.563,-762.256,-52570,52570,5390
1330.1,-258.152,-707.356,-45430,73850,-700
1329.98,-186.904,-603.9,-29050,98490,-6650
1352.98,-129.32,-471.835,-6300,121590,-12040
1387.99,-101.26,-318.969,18830,139160,-16520
1419.29,-78.69,-186.599,41300,147560,-20580
1451.62,-89.304,-90.158,60200,147210,-23730
1468.09,-100.223,4.392,73920,139510,-26600
1478.64,-104.615,44.53,82040,125090,-28980
1459,-105.591,77.958,86380,107870,-30590
1393.36,-82.594,83.936,88130,89670,-30100
1331.02,-40.016,63.196,89810,73430,-25340
1275.75,-43.249,42.944,92750,60900,-16660
1221.1,-64.904,45.933,97930,51730,-9310
1153.2,-89.792,67.283,103110,43190,-3220
1068.78,-150.243,92.842,109130,34230,980
965.996,-206.729,127.002,118020,24710,1330
836.798,-247.965,182.634,128520,12880,840
704.489,-362.34,269.132,137200,-4270,3990
598.288,-445.788,321.043,141680,-29680,9660
452.498,-516.06,233.386,143920,-58380,17080
261.69,-582.367,87.962,149100,-77070,23940
51.423,-699.426,-2.928,158830,-80570,29610
-114.314,-795.074,-5.307,170030,-73640,36540
-245.708,-911.767,88.877,178570,-69510,46480
-397.171,-1024.68,133.285,179200,-77280,62860
-495.747,-1152.41,61.061,168350,-88900,84070
-535.153,-1248.12,-21.777,147000,-94430,105070
-505.263,-1351.64,-42.883,121100,-94150,122570
-415.959,-1433.81,-15.677,97720,-95550,131180
-292.617,-1492.85,2.074,80290,-104020,128660
-158.905,-1470.47,-91.805,70910,-119210,115850
-36.234,-1384.64,-230.641,68250,-133910,96880
13.176,-1273.98,-437.98,65730,-143850,76510
38.186,-1150.09,-643.245,60270,-141890,61040
105.225,-1075.55,-839.604,49630,-124110,49420
156.465,-1025.47,-924.516,37590,-91000,39480
221.613,-1007.48,-868.64,27860,-50610,30380
289.079,-969.351,-688.507,19320,-14910,20580
348.493,-916.525,-487.207,10500,6650,13300
389.973,-903.349,-354.471,1050,13650,9310
419.924,-865.712,-286.517,-6930,11900,5600
435.723,-811.666,-292.739,-12880,7700,2800
433.039,-771.772,-310.368,-15470,7630,1190
423.401,-736.453,-293.654,-13510,12460,700
433.771,-711.931,-254.37,-7840,18480,2660
459.696,-711.87,-217.77,280,22820,6160
486.658,-745.969,-180.621,8470,24430,9240
524.783,-772.077,-151.158,14000,22680,11690
558.272,-807.701,-134.2,16310,17640,13930
576.877,-839.787,-138.897,15330,10780,14840
579.927,-867.786,-159.82,12250,4480,15120
568.398,-901.397,-175.07,9030,210,15330
563.945,-915.854,-184.525,6580,-2170,14840
567.117,-913.231,-196.908,5460,-3570,13790
569.618,-899.262,-217.77,5320,-4060,12320
557.723,-904.203,-228.018,6020,-2730,10850
548.573,-912.438,-232.166,7770,140,9450
549,-927.078,-225.639,9380,3780,7770
558.455,-931.104,-195.688,9800,6790,5880
567.91,-927.566,-174.399,8890,7350,4200
568.154,-928.603,-167.811,6930,6510,2730
565.958,-920.063,-155.428,4410,5670,1470
566.69,-908.168,-148.352,1750,4480,420
569.435,-895.053,-131.089,-700,2870,-420
568.947,-873.703,-123.464,-3430,490,-1260
561.383,-854.305,-134.505,-4900,-2100,-2240
550.342,-832.711,-135.908,-3710,-3430,-3150
544.364,-829.478,-141.764,-1260,-3990,-3220
552.294,-832.772,-151.28,770,-3710,-2660
556.625,-834.175,-141.215,1750,-3220,-2520
553.697,-831.308,-139.934,2100,-3920,-2520
553.148,-829.112,-149.206,2240,-4900,-2380
553.331,-825.879,-157.624,2450,-5320,-2240
553.27,-818.803,-168.055,3150,-5250,-2380
549.854,-814.35,-170.922,4410,-4410,-2590
553.758,-805.2,-173.179,5600,-3570,-2660
561.566,-795.501,-168.543,5950,-2800,-2030
565.592,-801.601,-163.785,5740,-2170,-1190
567.239,-818.986,-162.626,5740,-1960,-700
574.986,-835.7,-152.744,5110,-1890,-490
588.772,-838.994,-141.093,3360,-2730,-770
594.689,-831.979,-136.823,1400,-4620,-1610
589.504,-821.182,-139.873,-70,-6860,-2450
579.561,-813.74,-157.136,-350,-8540,-3010
571.57,-801.601,-168.36,210,-8820,-3430
573.522,-785.802,-167.689,700,-8330,-3570
574.681,-768.844,-169.092,910,-8470,-3220
568.032,-763.171,-184.891,1680,-8610,-2450
561.444,-773.968,-192.272,3430,-7350,-1400
565.226,-787.815,-193.98,5670,-5460,-980
572.485,-795.928,-188.063,7840,-3780,-1190
579.561,-799.649,-167.262,8470,-3430,-1470
582.733,-795.196,-155.916,6580,-5600,-980
577.365,-799.039,-168.421,3850,-8750,-70
