Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
627.568,-214.72,805.2,-1330,-2520,0
630.13,-215.94,804.407,-1470,-3500,-420
630.13,-212.463,801.357,-1050,-3850,-1190
629.276,-203.923,795.684,-140,-3780,-1750
628.666,-201.422,795.318,770,-3290,-1890
570.106,-190.32,-912.499,-28560,-19950,-13160
567.239,-166.591,-961.482,-31780,-22890,-15400
556.869,-160.735,-1003.39,-34020,-22400,-16730
544.608,-145.302,-1052.74,-33460,-18270,-19180
518.927,-120.231,-1102.03,-27860,-8820,-23450
474.702,-86.681,-1135.88,-15960,6930,-28770
427,-27.023,-1139.85,1540,27510,-33880
393.389,11.285,-1104.34,21140,50400,-36400
383.873,38.43,-1041.51,39550,71400,-36610
378.932,58.804,-1008.51,58450,89180,-35980
359.961,49.105,-1003.45,82180,108570,-36680
357.582,52.765,-964.41,110460,131390,-40460
370.453,40.626,-897.981,139930,154280,-45150
401.441,35.014,-813.008,167230,173670,-50470
431.941,33.611,-745.481,190610,187670,-55580
446.398,40.016,-735.05,211610,198800,-60130
452.315,41.602,-715.164,227990,210420,-62440
464.698,46.177,-717.299,244440,223510,-63910
483.059,38.43,-666.364,265090,240520,-66570
498.736,45.262,-560.163,281820,255290,-68530
504.592,50.447,-521.733,294560,265230,-68390
516.609,49.288,-466.894,304780,276430,-66990
534.238,40.016,-464.881,311710,289030,-65030
565.775,12.2,-370.88,318430,305270,-64680
576.389,14.457,-308.904,325920,316960,-66990
569.923,23.729,-290.97,330540,327740,-68180
556.259,36.295,-261.263,331590,341250,-66990
536.617,53.436,-220.759,331170,357000,-64400
508.679,66.795,-149.023,330820,374570,-61320
478.118,85.583,-41.297,331940,392840,-57820
460.794,112.179,82.106,335510,409500,-54810
444.812,138.897,203.801,339920,423010,-51800
438.468,154.208,344.101,341110,431900,-47390
452.803,155.001,493.673,334600,432880,-40530
502.823,107.604,640.256,315490,422380,-30800
594.201,42.7,809.104,280000,398720,-19040
704.489,-47.702,991.311,226520,359590,-3780
843.264,-171.593,1178.46,159320,303450,12110
921.71,-249.002,1284.6,83790,232890,24500
945.561,-274.805,1327.42,11060,158830,34580
928.115,-262.91,1240.5,-45220,92540,41020
850.279,-238.205,1052.43,-75670,47600,42980
765.184,-210.511,862.296,-76090,31220,39760
680.577,-158.661,710.955,-51800,39970,31290
612.623,-147.62,651.785,-16870,65310,24710
598.41,-204.655,682.102,12880,92890,21700
638.792,-282.369,776.652,28210,112420,19110
693.448,-311.832,932.019,27440,118860,16800
738.71,-349.103,1049.75,17640,110180,15470
726.266,-366.732,1151.56,-700,90160,15820
745.786,-374.662,1177.97,-20090,64960,19250
741.211,-365.268,1141.25,-35000,40740,19320
708.942,-357.338,1082.69,-41790,23940,17850
685.213,-340.624,1021.32,-40250,16030,15190
665.632,-311.039,976.183,-31990,15960,11760
656.238,-292.556,954.284,-19530,20230,9100
661.057,-289.75,957.212,-7770,24640,7280
668.743,-298.046,960.994,490,25900,6020
675.026,-307.196,960.628,4550,23660,4900
676.795,-311.893,954.284,5040,18480,3640
673.684,-313.479,937.265,3150,11340,2240
667.584,-310.246,902.617,1190,3920,420
647.942,-284.077,851.255,840,-1260,-2030
622.566,-262.544,805.139,2100,-3150,-3570
611.952,-249.612,770.979,4340,-2170,-4270
599.996,-244.915,749.873,5740,210,-4830
588.406,-230.58,736.697,6230,2800,-5040
589.931,-222.833,747.433,5810,5180,-4550
591.517,-229.604,758.291,4130,5810,-3850
590.175,-227.469,770.186,980,4830,-3570
582.672,-231.129,762.012,-2870,3010,-3360
570.716,-217.282,741.943,-5460,2520,-3990
559.37,-200.019,747.311,-6510,4130,-4130
552.05,-194.346,759.084,-7000,5670,-3080
556.747,-196.298,772.138,-7210,6650,-1680
562.542,-198.189,781.471,-6650,7420,-700
562.847,-201.178,787.998,-5740,7840,-140
566.934,-205.692,789.462,-5110,8260,700
569.374,-216.55,793.061,-4970,9030,1890
572.546,-224.968,800.32,-4830,10150,2590
580.781,-238.266,809.043,-4410,11340,2940
612.623,-262.971,837.042,-2030,13930,1890
621.163,-265.35,926.529,4060,16800,-1330
632.204,-271.328,944.646,6160,12460,-1750
637.206,-278.038,937.021,2520,4200,-1260
609.573,-270.84,899.567,-630,-3220,-1820
584.807,-254.37,862.235,-2100,-7070,-2170
578.036,-255.834,805.749,-4130,-9310,-980
572.668,-244.427,782.569,-4830,-8890,-1540
563.091,-232.593,769.21,-3640,-6370,-1750
566.141,-224.968,765.672,-2100,-3710,-1610
569.191,-221.064,767.136,-1470,-1470,-1120
572.668,-227.774,788.608,-1680,70,-70
582.733,-225.395,791.048,-2730,-140,-490
583.77,-235.948,807.396,-3430,-420,-420
585.722,-227.835,815.448,-3220,-630,-910
580.842,-222.528,816.302,-2100,-630,-1260
576.084,-229.97,822.097,-1540,-280,-700
581.574,-229.97,825.818,-1540,-350,-280
581.513,-231.556,831.064,-1750,-910,-140
576.877,-232.166,826.306,-1680,-1820,70
572.79,-232.471,816.424,-1400,-2240,350
573.766,-237.229,808.616,-840,-1960,700
575.84,-245.464,804.529,-910,-1610,910
579.805,-247.111,806.054,-1400,-1540,980
584.136,-248.636,811.727,-1470,-1610,910
586.454,-252.418,813.984,-1050,-1680,770
589.504,-253.15,813.801,-1050,-1890,420
588.711,-249.917,810.446,-1470,-2380,280
585.173,-246.196,809.165,-1890,-2660,70
578.097,-234.118,806.359,-2100,-2730,350
579.927,-242.841,801.296,-2940,-2660,1540
582.062,-243.573,798.063,-2450,-2450,910
579.012,-243.939,798.978,-1330,-1540,560
582.184,-244.793,794.708,-490,-910,490
585.966,-251.198,799.588,-490,-420,560
593.164,-257.908,808.25,-700,-490,350
595.787,-249.368,816.18,-910,-1190,-420
592.554,-249.856,812.703,-1260,-2170,-840
529.541,-167.262,-1166.93,29400,28630,-29330
